Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.136430,51.584898,On or near Lawn Farm Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
271c0b6fcd29d3210ce53850772a99928a47f77f9b8990c3e68fc22684c17184,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Burglary,Investigation complete; no suspect identified,
6566601bb5870a882a5323c40c7e62d0a2c97bfcae1e76ecf6ea8711996a1df0,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Burglary,Under investigation,
e4074d9f7e3eb73ed8f67f6052abf2b31596d76373df2529dfa16dee9dd36871,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.133181,51.586719,On or near Rosehatch Avenue,E01000027,Barking and Dagenham 001A,Burglary,Under investigation,
4e2072d5ba887f1618a34d18719b20b9b914b7ec9d39aacc94f07c5b8aa91809,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Investigation complete; no suspect identified,
bab227a35c41ec2e82fa8c6161473d1f0d335452ae3b7a777a49171d1210eb7d,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Under investigation,
2ad1ef84b75541ca85d37b6c297d5f0811df1d4d0166140c10929bfa58f6f0d9,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.141143,51.590873,On or near Furze Farm Close,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Under investigation,
87942469427569e782d529043b1be5df8c11713962333a7cb559f05977658e72,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Other theft,Investigation complete; no suspect identified,
58c83722e1effad3147a74481e9f4ad0aa8e44dba522f8f993e3da4e565e7e52,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Public disorder and weapons,Investigation complete; no suspect identified,
58c83722e1effad3147a74481e9f4ad0aa8e44dba522f8f993e3da4e565e7e52,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Public disorder and weapons,Under investigation,
ea63219d34add56223606be358c504999f0bbdf189890d319515d356ce8c820a,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.135554,51.584985,On or near Rose Lane,E01000027,Barking and Dagenham 001A,Robbery,Offender given a drugs possession warning,
614b8691136942cdf66ec0419a758d0a1e4a406401b872b8b29f4714e53afe20,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.136387,51.589215,On or near Billet Road,E01000027,Barking and Dagenham 001A,Vehicle crime,Under investigation,
5f9aa2f66de90bcffa753a7ac50f26f3f146022fcb66315fc9e0bdd3200889d2,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.136430,51.584898,On or near Lawn Farm Grove,E01000027,Barking and Dagenham 001A,Vehicle crime,Investigation complete; no suspect identified,
bad7bc7ac9a89b58fd52e1d6434cbf4772df52b2bb95f9a50a894f7f0945287f,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.141143,51.590873,On or near Furze Farm Close,E01000027,Barking and Dagenham 001A,Vehicle crime,Under investigation,
ba489149076844e3be60558d9e0fa76531767f81682bd42166fd83cc3562e71a,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.135860,51.588442,On or near Hazel Grove,E01000027,Barking and Dagenham 001A,Violent crime,Investigation complete; no suspect identified,
8dde87e4664e4cb636862c5a372808f129abdd5ebdca231420b18a0d837126b6,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.136513,51.588214,On or near Kingston Close,E01000027,Barking and Dagenham 001A,Violent crime,Offender given a caution,
6d5e14fd44779fe3e29a670bd151ba2b7deb766ab94b14f6cf283b1cf1738925,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Other crime,Investigation complete; no suspect identified,
,2012-04,Metropolitan Police Service,Metropolitan Police Service,0.128384,51.586024,On or near Uplands Road,E01000028,Barking and Dagenham 001B,Anti-social behaviour,,
