ward,month,pred1,actual,pred2,abs_diff,rel_diff_pct
Dormers Wells,4,4.4529657,6.0,4.655115585630631,0.2021498856306314,4.4389126379351325
Dormers Wells,5,4.4529657,4.0,4.655115585630631,0.2021498856306314,4.4389126379351325
Dormers Wells,5,4.4529657,4.0,4.655115585630631,0.2021498856306314,4.4389126379351325
Dormers Wells,6,4.4529657,4.0,4.655115585630631,0.2021498856306314,4.4389126379351325
Dormers Wells,6,4.4529657,4.0,4.655115585630631,0.2021498856306314,4.4389126379351325
Dormers Wells,7,4.4735665,5.0,4.655115585630631,0.18154908563063188,3.977553034000527
Dormers Wells,7,4.4735665,5.0,4.655115585630631,0.18154908563063188,3.977553034000527
Dormers Wells,8,4.568566,6.0,4.655115585630631,0.08654958563063175,1.876681991396265
Dormers Wells,8,4.568566,6.0,4.655115585630631,0.08654958563063175,1.876681991396265
Dormers Wells,9,4.599437,5.0,4.655115585630631,0.05567858563063144,1.203269096273385
Dormers Wells,9,4.599437,5.0,4.655115585630631,0.05567858563063144,1.203269096273385
Dormers Wells,10,5.21124,8.0,4.655115585630631,0.5561244143693687,11.27314760840991
Dormers Wells,10,5.21124,8.0,4.655115585630631,0.5561244143693687,11.27314760840991
Dormers Wells,11,5.362204,5.0,4.655115585630631,0.7070884143693688,14.117317678147225
Dormers Wells,11,5.362204,5.0,4.655115585630631,0.7070884143693688,14.117317678147225
Dormers Wells,12,5.3350697,4.0,4.655115585630631,0.6799541143693686,13.612442510898765
Dormers Wells,12,5.3350697,4.0,4.655115585630631,0.6799541143693686,13.612442510898765
Downham,1,9.129709,8.0,8.16891811730721,0.9607908826927893,11.108290573319794
Downham,1,9.129709,8.0,8.16891811730721,0.9607908826927893,11.108290573319794
Downham,2,8.262056,3.0,8.16891811730721,0.09313788269278866,1.1336866825769498
Downham,2,8.262056,3.0,8.16891811730721,0.09313788269278866,1.1336866825769498
Downham,3,8.278563,7.0,8.16891811730721,0.10964488269278938,1.3332726380504942
Downham,3,8.278563,7.0,8.16891811730721,0.10964488269278938,1.3332726380504942
Downham,4,7.742289,4.0,8.681086368770544,0.9387973687705431,11.432453410955821
Downham,4,7.742289,4.0,8.16891811730721,0.4266291173072103,5.362624144878989
Downham,5,7.742289,5.0,8.16891811730721,0.4266291173072103,5.362624144878989
Downham,5,7.742289,5.0,8.16891811730721,0.4266291173072103,5.362624144878989
Downham,6,7.742289,9.0,8.16891811730721,0.4266291173072103,5.362624144878989
Downham,6,7.742289,9.0,8.16891811730721,0.4266291173072103,5.362624144878989
Downham,7,7.789806,7.0,8.16891811730721,0.37911211730721117,4.751158231954956
Downham,7,7.789806,7.0,8.16891811730721,0.37911211730721117,4.751158231954956
Downham,8,7.884805,6.0,8.16891811730721,0.28411311730721067,3.5395293070791007
Downham,8,7.884805,6.0,8.16891811730721,0.28411311730721067,3.5395293070791007
Downham,9,7.884805,5.0,8.16891811730721,0.28411311730721067,3.5395293070791007
Downham,9,7.884805,5.0,8.16891811730721,0.28411311730721067,3.5395293070791007
Downham,10,8.308231,8.0,8.16891811730721,0.13931288269278852,1.6909828478332765
Downham,10,8.308231,8.0,8.16891811730721,0.13931288269278852,1.6909828478332765
Downham,11,8.300301,8.0,8.16891811730721,0.13138288269278853,1.5954962012099356
Downham,11,8.300301,8.0,8.16891811730721,0.13138288269278853,1.5954962012099356
Downham,12,8.273166,9.0,8.16891811730721,0.10424788269278906,1.2680616635826112
Downham,12,8.273166,9.0,8.16891811730721,0.10424788269278906,1.2680616635826112
Dulwich Hill,1,5.6134973,2.0,4.876485492656906,0.7370118073430936,14.051725763725928
Dulwich Hill,1,5.6134973,2.0,5.135062195447399,0.4784351045526005,8.902311137696989
Dulwich Hill,2,5.3873568,1.0,5.072567110031981,0.3147896899680189,6.018967110575405
Dulwich Hill,2,5.3873568,1.0,5.13506363999209,0.2522931600079099,4.7953445967437425
Dulwich Hill,3,5.4038634,2.0,4.927089795312111,0.47677360468788876,9.230002220980634
Dulwich Hill,3,5.4038634,2.0,5.135064097548858,0.2687993024511419,5.101075085935626
Dulwich Hill,4,5.1328993,3.0,5.346094795219926,0.2131954952199262,4.069006877619617
Dulwich Hill,4,5.1328993,3.0,5.069188780087221,0.06371051991277898,1.2489701992895221
Dulwich Hill,5,5.1328993,1.0,5.677900228543944,0.5450009285439439,10.082527700286521
Dulwich Hill,5,5.1328993,1.0,5.11419836168841,0.018700938311590143,0.3649997087762467
Dulwich Hill,6,5.1328993,5.0,4.973643887441227,0.15925541255877285,3.1515308371050086
Dulwich Hill,6,5.1328993,5.0,5.128455060560118,0.00444423943988248,0.08662091345298577
Dulwich Hill,7,5.183845,3.0,4.83721006865243,0.3466349313475696,6.918132451579931
Dulwich Hill,7,5.183845,3.0,5.132970842655572,0.05087415734442757,0.9862375779566587
Dulwich Hill,8,5.3023167,1.0,4.642970363857616,0.6593463361423844,13.259473193861426
Dulwich Hill,8,5.3023167,1.0,5.134401207995904,0.16791549200409683,3.217783473393516
Dulwich Hill,9,5.333188,4.0,4.69664537646328,0.6365426235367195,12.69298501070767
Dulwich Hill,9,5.333188,4.0,5.134854273481255,0.1983337265187446,3.789318410017973
Dulwich Hill,10,5.2515545,4.0,5.077206322113701,0.17434817788629875,3.3759747348011446
Dulwich Hill,10,5.2515545,4.0,5.134997781107055,0.11655671889294528,2.24437745535561
Dulwich Hill,11,5.2415867,1.0,4.836811015872033,0.4047756841279666,8.032540400554007
