Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
3639c80728b90690a99fbe4b4539d09cdca65c4d82ed33a4fbfa0ba146040027,2013-01,Metropolitan Police Service,Metropolitan Police Service,-0.579818,50.816207,On or near Prison,E01031470,Arun 006A,Other crime,Court result unavailable,
a3b26456448702399aaa37cbf0472a060bc87f5a54931c0406d17a6ebeb82d15,2013-01,Metropolitan Police Service,Metropolitan Police Service,-0.805749,51.798149,On or near Lower Road,E01017687,Aylesbury Vale 019A,Violent crime,Under investigation,
8b87843d8fd523ff63447a6bc67d0b08492a7600b851e3e0f01940734d5d6bb9,2013-01,Metropolitan Police Service,Metropolitan Police Service,-0.805749,51.798149,On or near Lower Road,E01017687,Aylesbury Vale 019A,Violent crime,Under investigation,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.136513,51.588214,On or near Kingston Close,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
6978241216e38cf69609fb20ec744a60fe0abd1b49979858db982940936bdb2a,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Burglary,Defendant found not guilty,
789f43ae6db0510463d3458da9edfcfd01501c9b71f854ea9a67bbc6b7b6dc7b,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Investigation complete; no suspect identified,
df9acf54731420f28cbd0cac1cba9c66c4a0fbc305fb9c59048bb1501179b4d3,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Court result unavailable,
7e5f6b3f03f023a822d73aa46844e92a77db7ab0e71833db9e113fe2179de0a7,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.135554,51.584985,On or near Rose Lane,E01000027,Barking and Dagenham 001A,Drugs,Offender given a caution,
844452884aa34e3eaa2e7da7bdcb82346c51e3836d75f7ccb02e2a3f6f192aa5,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Other theft,Investigation complete; no suspect identified,
a1884d353a0cf5125b3ad0ea01d80c95b189d1192581637cdd6aced7c240d5d0,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.135554,51.584985,On or near Rose Lane,E01000027,Barking and Dagenham 001A,Public disorder and weapons,Court result unavailable,
e1c127b1cde676fdbcc3a832967434e40ef51642f249e5ffa90a821ad5351573,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Robbery,Investigation complete; no suspect identified,
16637cb6a0be934bc8f19c74e82b9f1758caeaec9d54be443741e38d93f7e52a,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Vehicle crime,Court case unable to proceed,
b381e641f6eb53eaeb4233330d953767d2a5733c1ef29dbc3b0a8b16fdc32e0a,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.148434,51.595164,On or near Park/Open Space,E01000027,Barking and Dagenham 001A,Vehicle crime,Investigation complete; no suspect identified,
7ad0723f3ec19a29bfc20b8e141c656dc6ae2b95bce51a89c15417cc1b77ae02,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.141143,51.590873,On or near Furze Farm Close,E01000027,Barking and Dagenham 001A,Vehicle crime,Investigation complete; no suspect identified,
71d481c3b7d36930accb76a879c57f38c5f6a060be13bd16efba73220a183cb2,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Violent crime,Investigation complete; no suspect identified,
853adf289262423561731278901eae7cbeafb216a0efd18fce99581af6875f03,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Violent crime,Under investigation,
724b3027f7b55b502eecef61b3e07e49e85a438ea578ba61c2d4432f7ce40966,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.136513,51.588214,On or near Kingston Close,E01000027,Barking and Dagenham 001A,Violent crime,Investigation complete; no suspect identified,
be9836724f5572268664286a4824d35c136f1c0cf9f7c5c821bab8f9b065c8a6,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Violent crime,Under investigation,
853adf289262423561731278901eae7cbeafb216a0efd18fce99581af6875f03,2013-01,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Violent crime,Investigation complete; no suspect identified,
