Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.135860,51.588442,On or near Hazel Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
fd17ddc6f6481a573114b62da298f7d40dfe1f5aa09fe63ded15eea5b4d8deb1,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Burglary,Investigation complete; no suspect identified,
6ccaca46f89c50b48d93c01758517d7926922cfb048be4c562c1ca299ca03eed,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.136513,51.588214,On or near Kingston Close,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Offender given conditional discharge,
a2348cdf0690689fa089dbe3354c31fa1d43b4a513f86ce66932cb966e1d0916,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.135866,51.587336,On or near Gibbfield Close,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Under investigation,
7d04d9ccd018f832e5178cb27661014c4149231172a417a44745851e310722b1,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.148434,51.595164,On or near Park/Open Space,E01000027,Barking and Dagenham 001A,Drugs,Offender fined,
2aa3043abd01416feaa246ded567dc3e5ad66c858131e4bf43b2db3b7f7cfc82,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Other theft,Under investigation,
f8bebb2d520d6db34f1710df268cc5ea071ac81f7a4eab964feab881562d89ca,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Other theft,Investigation complete; no suspect identified,
1a3fd57185e455841a640a9674b9ae9fe9740e66ff7f3c69881a4a19c6babf64,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.148434,51.595164,On or near Park/Open Space,E01000027,Barking and Dagenham 001A,Other theft,Under investigation,
1c659d34ea8c22daa62fd3959356b4c8b3e221b50586ec2a266dcbfa3af9f50a,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.148434,51.595164,On or near Park/Open Space,E01000027,Barking and Dagenham 001A,Other theft,Investigation complete; no suspect identified,
16734547f068c451d2170d572bb2b89732be3fc965ebde15538bb384fd769417,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Other theft,Under investigation,
3c36d863cb0585f768b71d450b98c250b0288c563a8c7190b7098fe92c9544a5,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Public disorder and weapons,Investigation complete; no suspect identified,
62df51aa6ae3e53001e181ad35aad05eb272aeb3804bac7724e1bb0a2ad479f5,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Public disorder and weapons,Investigation complete; no suspect identified,
13c413ec28b97164d02e1f46649102fac5ad82a06e008d7261ea2bbdd4c0b740,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Vehicle crime,Investigation complete; no suspect identified,
4816e297e17721349f518b348f3fe684974ccb1ba654a2327c50afda3ff4a65a,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Vehicle crime,Investigation complete; no suspect identified,
f00b3fbdd5080cb6e6b281bfa182e4c9e270789eabaf15e427808668c7bb38f4,2013-04,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Vehicle crime,Under investigation,
