Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.141143,51.590873,On or near Furze Farm Close,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.145888,51.593835,On or near Providence Place,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.134947,51.588063,On or near Mead Grove,E01000027,Barking and Dagenham 001A,Anti-social behaviour,,
739c3ab229bc39ffd96fb23cea42680714fab4ce85c6b2ecdf60648fbbb013b0,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.140192,51.582311,On or near Hatch Grove,E01000027,Barking and Dagenham 001A,Burglary,Under investigation,
e42255a7f5cd3251db69d8bf54005d0f8cdcdb555280b795e6667934e12b7832,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.136430,51.584898,On or near Lawn Farm Grove,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Investigation complete; no suspect identified,
2ac17d2fa51325e73c627511e23323d43cb542a7533c33f86e412985571bbe37,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.140035,51.589112,On or near Beansland Grove,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Under investigation,
2e5dbb746e09e616adf5c3605e821bae17b7bb30577e60c27bd541d276a8b653,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.140634,51.583427,On or near Rams Grove,E01000027,Barking and Dagenham 001A,Criminal damage and arson,Investigation complete; no suspect identified,
5257782c625f41be01fcd1afb0710cd214a8f8709c4b1c1abb6cb736808d4263,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.148434,51.595164,On or near Park/Open Space,E01000027,Barking and Dagenham 001A,Drugs,Investigation complete; no suspect identified,
b12ab686b16f105cb1035f167de9cb885163c04fea89178ec7088824127a871e,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.136513,51.588214,On or near Kingston Close,E01000027,Barking and Dagenham 001A,Other theft,Investigation complete; no suspect identified,
45a6af9493fcc73b2c09f744237897c805b5202aa9dee663f37c958602d4c600,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.148434,51.595164,On or near Park/Open Space,E01000027,Barking and Dagenham 001A,Other theft,Under investigation,
fda54832f2143a19dc0341d924ef7eb52360c072731599d930931f78646d25e5,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.135554,51.584985,On or near Rose Lane,E01000027,Barking and Dagenham 001A,Other theft,Under investigation,
f56ef9ae574cae27cf98b0a1115860db731f1462a9f0b892f55c047a42968a4c,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.137065,51.583672,On or near Police Station,E01000027,Barking and Dagenham 001A,Vehicle crime,Investigation complete; no suspect identified,
d1d5a2f73afb4a098398fd19061cf7ac03c5895aade00900d993af7c0d82aac8,2013-03,Metropolitan Police Service,Metropolitan Police Service,0.135554,51.584985,On or near Rose Lane,E01000027,Barking and Dagenham 001A,Vehicle crime,Under investigation,
